name,contingent,hometown,type,sport,age,height,weight,PreviousGame1,PreviousGame2,PreviousGame3,PreviousGame4,PreviousGame5,url,PreviousGameYear1,PreviousGameYear2,PreviousGameYear3,PreviousGameYear4,PreviousGameYear5,,,,,,
Hayden David Estabrook,Nova Scotia,"Halifax, NS",Athlete,Cross Country Skiing,"18""","163cm""","142lb""",,,,,,,,,,,,,,,,,
Sarah Etuktu,Nunavut,Kugluktuk,Athlete,Table Tennis,"15""","157 cm""","49 kg""",,,,,,,,,,,,,,,,,
Heidi Evans,New Brunswick,Fredericton,Athlete,Speed Skating,"17""","5'7''""","129""",2014 BC Winter Games,,,,,,,,,,,,,,,,
Sophia Evans,Nova Scotia,"Halifax, NS",Athlete,Synchronized Swimming,"14""","5'4""""","130 lbs""",Ontario Winter Games (2014),,,Junior World Championships - 2012,,,,,,,,,,,,,
Joel Ewert,British Columbia,Prince George,Athlete,Wheelchair Basketball,"15""","6'1'""","190 lbs""",,," 2014""",,,,,,,,,,,,,,
Nick Everett,Ontario,"Brockville, Ontario",Athlete,Speed Skating,"16""","4'2""""","60lbs""",2012,2013,,,,,,,,,,,,,,,
Jordyn Alexis Ewing,Nova Scotia,Hammonds Plains,Athlete,Gymnastics,"11""","5'1""""",",Canadian Ringette Championships - 2011",jeux du Québec hiver 2011,,,,,,,,,,,,,,,,
Justine Exner,Alberta,Calgary,Athlete,Ringette,"20""","5 et 11""","158 lbs""",,,,,,,,,,,,,,,,,
VICTORIA EYMARD,Quebec,trois rivières,Athlete,Hockey,"18""","6 ft""","150""","Canadian Gymnastics Championships 2008, 2009, 2010, 2011, 2012, 2013, 2014","Elite Canada 2009,2010,2011,2012,2013",,Speed Skating,,,,,,,,,,,,,
Jake Fach,Alberta,Calgary,Athlete,Snowboard,"17""","5'7""""","150lbs""",none,none,Athlete,,,,,,,,,,,,,,
Kieran Marc Fagan,Alberta,Edmonton,Athlete,Gymnastics,"17""","6'3""""","175""",,,,,,,,,,,,,,,,,
Sullivan Louis Fagan,British Columbia,Kamloops,Athlete,Target Shooting,"18""","5'8""""",,2011 Special Olympic Ontario Winter Games,Annual Special Olympic Eastern Ontario Regional Figure Skating competitions,,,,,,,,,,,,,,,
"
Marie-Soleil Fallu-Dion""",Quebec,Chicoutimi,Athlete,,"16""",,"136""",Championnat est du canada 2014,Jeux du Québec 2013,Championnat est du Canada (2014),Jeux du Québec hiver patinage de vitesse (2013)- vélo de route (2012),,,,,,,,,,,,,
Emily Falconer,Nova Scotia,Herring Cove,Athlete,Ringette,"19""","5'7 1/2""""","127lbs""",,,,,,,,,,,,,,,,,
Jack Fan,Ontario,"Ottawa, Ontario",Athlete,Figure Skating,"18""",",",,Jeux du Québec 2012,Jeux du Québec 2010,,,,,,,,,,,,,,,
Jessica Fan,Alberta,,Athlete,Table Tennis,"15""","5'3""","100""",,,,,,,,,,,,,,,,,
Gabriel Farand,Quebec,St-Antoine-Sur-Richelieu,Athlete,Figure Skating,"13""","5.10""","150""",,,,,,,,,,,,,,,,,
Dallas Farrell,Prince Edward Island,Roseneath,Athlete,Hockey,"15""","5'4''""","135lbs""",N/A,N/A,,,,,,,,,,,,,,,
Alexander Farquharson,British Columbia,Delta,Athlete,Gymnastics,"19""","5'4""","125""",,,,,,,,,,,,,,,,,
Morgan Farrow,Nova Scotia,Bedford,Athlete,Hockey,"16""","5' 7""""","113 IBS""","Canada Games, Halifax, NS --2011",Canadian National Championships 2007-2014,Athlete,,,,,,,,,,,,,,
Quinten John Fast,British Columbia,Agassiz,Athlete,Snowboard,"14""","5'3''""","115""",,,"U21 Nova Scotia Provincials (2011, 2012, 2013)",,,,,,,,,,,,,,
",
Louis Fauteux-Loiselle""",Quebec,Deux-Montagnes,Athlete,Curling,"17""","5' 7''""","125lbs""",Jeux du Quebec 2013,,,,,,,,,,,,,,,,
Maddy Faulkner,Nova Scotia,"Lower Sackville, NS",Athlete,Gymnastics,"18""","174cm""",,U21 Canadian Juniors (2014),U18 Atlantic Championship (2013),,,,,,,,,,,,,,,
Meredith Faulkner,Nova Scotia,,Athlete,Snowboard,"17""","5ft 7in""","120lb""",Saskatchewan Winter Games (2014),,,,,,,,,,,,,,,,
Mary Fay,Nova Scotia,"Chester, Nova Scotia",Athlete,Curling,"16""","5'8""""","160lbs""",Ontario Winter Games (2014),Ontario Winter Games (2012),,,Ontario Winter Games Muskoka 2014,Canadian Ringette Championships Cambridge ON2011,Canadian Ringette Championships Fredericton NB 2013,U16 Canadian Field Hockey Championships 2012 Surrey BC,,,,,,,,,
Shayna Fehr,Saskatchewan,"Herschel, SK",Athlete,Alpine Skiing,"13""","5'4""""","115 lbs""",,,,,,,,,,,,,,,,,
Jean Fei,Ontario,"Ottawa, Ontario",Athlete,Table Tennis,"16""","5'3""",",BC Winter Games 2012""",I have played one of these games before it was Saskatchewan Winter Games.,"Nationals,Western hopes week",,,,,,,,,,,,,,,
Jodi Jiaru Fei,British Columbia,"Vancouver, British Columbia",Athlete,Badminton,"15""","4.9""","80.0""",The Saskatchewan Winter Games (2014),The Western Hopes Week (2014) and Nationals (2014),,Ontario Winter Games Collingwood 2012,Championnats nationaux Canadian Tire depuis 2013 en simple et en couple,,,,,,,,,,,,
Dave Feng,Saskatchewan,Saskatoon,Athlete,Table Tennis,"12""","5 foot""","95.4""",,,Ontario Summer Games Windsor 2014,,,,,,,,,,,,,,
Joanne Feng,Saskatchewan,Saskatoon,Athlete,Table Tennis,"14""","180cm""","80kg""",Ontario Summer Games Sudbury 2010,Ontario Summer Games Toronto 2012,,,,,,,,,,,,,,,
Ethan Fennell,Newfoundland and Labrador,St. John's,Athlete,Judo,"16""","5'7""""","185lb.""",Jeux de l'Acadie,none,,Défi de Patinage Canada depuis 2011 et simple et en couple depuis 2012,,,,,,,,,,,,,
Emily Jane Ferguson,Ontario,Waterloo,Athlete,Ringette,"18""","1.524 m""","116.8 lb""",Canada Games 2011 Halifax,,Section A Québec depuis 2011 en simple et en couple,,,,,,,,,,,,,,
Barrett Ferguson-Losier,Nova Scotia,dartmouth,Athlete,Speed Skating,"15""","1.78m""","80kg""",Jeux du Québec d'hiver de Vallayfield - 2011,Jeux du Québec d'hiver de Saguenay - 2013,BC Summer Games 2008,,,,,,,,,,,,,,
Noah Ferguson-Losier,Nova Scotia,Dartmouth,Athlete,Speed Skating,"19""","172 cm""","140 lbs""",BC Winter Games 2008,Canada Winter Games 2011,,,,,,,,,,,,,,,
Thierry Ferland,Quebec,Québec,Athlete,Figure Skating,"17""","188cm""","77kg""",,,"US Open 2014, Fort Lauderdale",,,,,,,,,,,,,,
Colin Ferrie,British Columbia,Kimberley,Athlete,Cross Country Skiing,"21""","5' 8''""","160""",It is my first time at the Canada Games,"Judo BC champioships 2014, Abbostford,",,,,,,,,,,,,,,,
Christopher Ferron,New Brunswick,Grande Anse,Athlete,Hockey,"16""","5'""2""","57kg""",Team Ontario Blue for nationals 2014,Team Canada World tournament 2015,,,,,,,,,,,,,,,
Cheyenne Fiandor,British Columbia,"Nanaimo, BC",Athlete,Judo,"16""","5'8""","160""","jeux du Québec d'hiver, 2011",,,,,,,,,,,,,,,,
Maddy Field,Ontario,Oakville,Athlete,Hockey,"17""","5' 7''""","145 lbs""",Jr Nationals = 2014,Jr Nationals = 2013,Aucun,,,,,,,,,,,,,,
LIDIA FILLION,Quebec,Sherbrooke,Athlete,Hockey,"18""","143cm""","34kg""","135 lbs""",Aucun,,,,,,,,,,,,,,,
Zach Fillier,Alberta,Banff,Athlete,Freestyle Skiing,"14""",5,"7 pied""",Canadian Ringette Championship(2011-2014),,,,,,,,,,,,,,,,
Océane Fillion,Quebec,Saguenay,Athlete,Snowboard,"16""","5""7""","145lbs""",,,,,,,,,,,,,,,,,
Katie Fillmore,Nova Scotia,Herring Cove,Athlete,Ringette,"18""","172cm""","162 lbs""",BC Games 2012,,,,,,,,,,,,,,,,
Katie Fingler,Prince Edward Island,"Summerside, PE",Athlete,Hockey,"16""","6'3""""","170 lbs""",Jeux du Québec 2013,,,,,,,,,,,,,,,,
Ryan Westover Finley,British Columbia,Calgary,Athlete,Alpine Skiing,"15""","5'6""","115""",,,,,,,,,,,,,,,,,
Camille Fiola-Dion,Quebec,Rimouski,Athlete,Synchronized Swimming,"16""",",",,2010 Saskatchewan Winter Games,,,,,,,,,,,,,,,,
Jessica Dawn Firminger,Nova Scotia,,Athlete,Freestyle Skiing,"18""","5'6""""","125""",,,,,,,,,,,,,,,,,
Alex Fish,Saskatchewan,Moose Jaw,Athlete,Speed Skating,"15""","5'9""","142lbs""",,,,,,,,,,,,,,,,,
Graeme Fish,Saskatchewan,Moose Jaw,Athlete,Speed Skating,"17""","5'7""""","140""",,,,,,,,,,,,,,,,,
Lindsay Fish,Saskatchewan,Moose Jaw,Athlete,Speed Skating,"19""","5'10""","160""",Ontario Winter Games 2014,,,,,,,,,,,,,,,,
Cierra Fisher,British Columbia,Kamloops,Athlete,Curling,"16""","4'10""""","90 lbs""",,,,,,,,,,,,,,,,,
Ellie Fisher,Ontario,"Lower Coverdale, New Brunswick",Athlete,Figure Skating,"13""","168cm""","170""",,,,,,,,,,,,,,,,,
Maddy Fitt,Nova Scotia,"Merigomsish, Pictou County, Nova Scotia",Athlete,Judo,"16""","180.5cm""","73kg""",,,,,,,,,,,,,,,,,
marshall fitt,Nova Scotia,"merigomish, nova scotia",Athlete,Judo,"17""","5'6""""","106""",none,none,,,,,,,,,,,,,,,
Heather Fitzgerald,Newfoundland and Labrador,"Conception Bay South, NL",Athlete,Synchronized Swimming,"15""","5' 9""""","135 lbs""",BC Winter Games 2012,,,,,,,,,,,,,,,,
Caelan Flannigan,Ontario,Temiskaming Shores,Athlete,Cross Country Skiing,"15""","5'8""""","145lbs""",Participated in the 2014 AWG trials,Numerous tournaments for YK Wolfpack,,,,,,,,,,,,,,,
Katie Fleckenstein,British Columbia,West Vancouver,Athlete,Alpine Skiing,"15""","5""5""""","120""",,Canada Summer Games 2013,,,,,,,,,,,,,,,
Connor Fleming,Northwest Territories,Yellowknife,Athlete,Hockey,"13""","5'7""""","120 pounds""",,,,,,,,,,,,,,,,,
Ali Fleming,Northwest Territories,Yellowknife,Athlete,Speed Skating,"18""","5'7""""","125""",n/a,n/a,"Defi Sportif, 2014, 2013, 2012, 2011",,,,,,,,,,,,,,
Sarah Fleming,Northwest Territories,YELLOWKNIFE,Athlete,Hockey,"13""","6ft""","155lbs""",This is my first time going to Canada Games.,"Ontario Games, 2014, 2010",,,,,,,,,,,,,,,
Walter Flower,Nova Scotia,Lunenburg,Athlete,Hockey,"15""","5'6""""","230lb""",,,,,,,,,,,,,,,,,
Andrea Foessel,Ontario,Mississauga,Athlete,Wheelchair Basketball,"21""","5'4""","137""",,,,,,,,,,,,,,,,,
Robyn Foley,Newfoundland and Labrador,"Goulds, NL",Athlete,Hockey,"17""","5""6""","135lbs""",,,,"Jeux d'hiver du Canada, Halifax (2011)",,,,,,,,,,,,,
Julie Fortin,Quebec,Jonquière,Athlete,Curling,"17""","5'11""","145""",U18 Nations with Team Atlantic,,"Coupe du Monde IPC, Canmore. (2013)",,,,,,,,,,,,,,
Sébastien Fortier,Quebec,Quebec,Athlete,Cross Country Skiing,"28""","5""7""","145""",Championnats Canadiens (2010 à 2013),"Coupe de Monde IPC, É.-U. (2012 et 2013)",,,,,,,,,,,,,,,
Marilyn Fortin,Prince Edward Island,"Bonshaw,PE",Athlete,Hockey,"18""","6'""","155lbs""",,,,,,,,,,,,,,,,,
Louis Fortin,New Brunswick,Shippagan,Athlete,Cross Country Skiing,"37""","5""7""","160""",,,,,,,,,,,,,,,,,
Mary-Jo Fortin,Prince Edward Island,"Bonshaw,PE",Athlete,Hockey,"18""","5'4""""","118 lbs.""",Played for Team Sask in the 2009 Brick Tournament. Played in the Quebec Peewee International tournament for Yorkton Terriers in 2012.,,,,,,,,,,,,,,,,
Carly Foster,Manitoba,"Brandon, Manitoba",Athlete,Speed Skating,"18""","5ft9in""","155lbs""",,,"2014, 2013, 2012, 2011, 2010, 2009 Western Canadian Championships",,,,,,,,,,,,,,
Logan Foster,Saskatchewan,Kamsack,Athlete,Hockey,"15""","5'7""","125""",2011 Canada Winter Games,"2014, 2013, 2012, 2011, 2010 Canadian National Championships",,,,,,,,,,,,,,,
Lauren Fowlow,Nova Scotia,Stillwater Lake,Athlete,Ringette,"16""","5'7""""","135 lbs""",,,,,,,,,,,,,,,,,
Breanna Franklin,Saskatchewan,"Regina, Saskatchewan",Athlete,Gymnastics,"16""","5'9""""","185 lbs""",,,,,,,,,,,,,,,,,
Zane Franklin,Alberta,Marwayne,Athlete,Hockey,"16""","163cm""","57Kg""",,,Sask Winter Games 2006,,,,,,,,,,,,,,
Andrew Eaton Fraser,Nova Scotia,"Bedford, Nova Scotia",Athlete,Biathlon,"17""","5'7""""","145lb""",Canada Winter Games 2011,Sask Winter Games 2010,,,,,,,,,,,,,,,
Livy Fraser,Nova Scotia,Bedford NS,Athlete,Snowboard,"17""","191cm/6'3""""","83kg/183lbs""",aucun,aucun,,,,,,,,,,,,,,,
Scott Fraser,Saskatchewan,Saskatoon,Athlete,Cross Country Skiing,"21""","175""","140""",none,none,,,,,,,,,,,,,,,
Samuel Fréchette,Quebec,Quebec,Athlete,Freestyle Skiing,"16""","5'8''""","148""",,,,,,,,,,,,,,,,,
",
Kate Friesen""",Manitoba,Altona,Athlete,Hockey,"17""","5'6""""","145 lbs""",Manitoba Winter Games 2014,National Women's Under-18 Championship 2013,Manitoba Summer Games 2008 (Triathlon),,,,,,,,,,,,,,
Delaney Frey,Saskatchewan,weyburn,Athlete,Hockey,"17""","4'11""",,2014 Manitoba PowerSmart Games,,,,,,,,,,,,,,,,
Carter Fridgen,Newfoundland and Labrador,Mount Pearl,Athlete,Gymnastics,"13""","5'-8""""","143""",,,,,,,,,,,,,,,,,
Kayla Friesen,Manitoba,"Winnipeg, MB",Athlete,Hockey,"16""","5'10""""","140 lbs""",Halifax canada games (2011),,,,,,,,,,,,,,,,
Nicholas Friesen,Manitoba,"Miami, Manitoba",Athlete,Alpine Skiing,"15""","5'6""","140""",,,,,,,,,,,,,,,,,
Jake Fudge,New Brunswick,Saint john,Athlete,Wheelchair Basketball,"17""","173 cm""","140 lbs""",,,,,,,,,,,,,,,,,
Lauren Fulham,Manitoba,Winnipeg,Athlete,Ringette,"17""","6'1""""","150lbs""",These are my first games.,,,,,,,,,,,,,,,,
Brad Fulsang,Ontario,Peterborough,Athlete,Archery,"21""","5'7""""","128 lbs""",,n/a,,,,,,,,,,,,,,,
Roger Fulton,New Brunswick,"Fredericton, NB",Athlete,Speed Skating,"15""","6'1""""","143 lb.""",n/a,,,,"2013 Jr. Nationals - Vancouver, BC","2014 Jr. Nationals - Chicoutimi, QC","2014 US Open, Fort Lauderdale, FL",2013 and 2014 Quebec and Ontario Open,2013 and 2014 Pacific International,"2012, 2013 and 2014 Edmonton International",,,,,,,
Alina Christin Fusch,Ontario,Ancaster,Athlete,Judo,"18""","5'8""""","138 lb.""",Ontario Winter Games in 2012,jeux du québec 2011,,,,,,,,,,,,,,,
Kira Fusch,Ontario,Ancaster,Athlete,Judo,"16""","5'4""""","137lbs""",aucun,Première expérience!,,,,,,,,,,,,,,,
Loren Gabel,Ontario,"Kitchener, ON",Athlete,Hockey,"17""","5'8""","146 lvs""",Première expérience dans un événement de ce type!!!,Jeux du Québec hiver 2013,Junior Curling Nationals (2015),"2012 Jr. Nationals - Toronto, ON",,,,,,,,,,,,,
anne gadbois,Quebec,repentigny,Athlete,Ringette,"19""","5'6''""","140""","68 kg""",U18 Optimist (2013 and 2014),"Gold- 2014 Alberta Winter Games, Canmore, AB",,,,,,,,,,,,,,
Anne Gagné,Quebec,Lac-Etchemin,Athlete,Snowboard,"15""",1,"69 m""",Arctic Winter Games (2014),"Silver- 2012 Alberta Winter Games, Spruce Grove, AB",,"2014 Canadian Ringette Championships, Nationals, in Regina, Sk.",,,,,,,,,,,,,
Émilia Gagné,Quebec,Alma,Athlete,Curling,"15""","6'2''""","185""","2010 Alberta Winter Games, Cold Lake, AB",,"2013 Canadian Ringette Championships, Nationals, in Fredericton, NB",,,,,,,,,,,,,,
Logan Gagnier,Northwest Territories,Hay River,Athlete,Curling,"17""","5'2""""","57kg""",BC games (2012),2011 and 2012 The Eastern championships,,,,,,,,,,,,,,,
Alexandra Hélène Gagnon,Alberta,Sturgeon County,Athlete,Judo,"15""","168 cms""","125 lbs""","2012, Jeux de l'Acadie, in Argyle, NS, Won gold, softball",,,,,,,,,,,,,,,,
Sofiane Gagnon,British Columbia,WHISTLER,Athlete,Freestyle Skiing,"15""","5'8'1/2""","147 lbs""",Legions national track and field 2014,,,,,,,,,,,,,,,,
Zoé Gagnon,New Brunswick,Dieppe,Athlete,Ringette,"16""","5'11""","165lbs""",,,,,,,,,,,,,,,,,
Evan Gallant,Prince Edward Island,Abrams-Village,Athlete,Hockey,"14""",",",,,,,,,,,,,,,,,,,,
Matthew David Gallant,Prince Edward Island,,Athlete,Gymnastics,"18""",",",,,,,,,,,,,,,,,,,,
Nicole Gallant,Prince Edward Island,,Athlete,Hockey,"16""","5'6""""","140 lbs""",,,,,,,,,,,,,,,,,
Talia Gallant,Manitoba,Winnipeg,Athlete,Ringette,"18""","6'2""""","175 lbs.""",,2014 ACC and 2013 ACC,,,,,,,,,,,,,,,
Zach Gallant,Ontario,Oakville,Athlete,Hockey,"15""","5pied9""","160lbs""",2014 NL Winter Games,,,,,,,,,,,,,,,,
william gamache,Quebec,Montréal,Athlete,Wheelchair Basketball,"18""","167 cm""","144 lbs""",,,,,,,,,,,,,,,,,
Abby Gambin,Newfoundland and Labrador,Dunville,Athlete,Hockey,"15""","165 cm""","57 kg""",,,,,,,,,,,,,,,,,
Aislinn Olivia Ganci,Alberta,Sherwood Park,Athlete,Figure Skating,"15""","5ft 3in""","134 lbs""",,,,,,,,,,,,,,,,,
Kennedy Nicole Ganser,Alberta,Provost,Athlete,Hockey,"17""","6""1""","175""",,,,,,,,,,,,,,,,,
Erik Gardiner,Saskatchewan,Humboldt,Athlete,Hockey,"15""","5'5""","120""",,,2013 West Regional Wheelchair Basketball Championships,,,,,,,,,,,,,,
Michele Mariko Garceau,British Columbia,Surrey,Athlete,Squash,"18""","5""02""","130""",,2014 Junior National Wheelchair Basketball Championships,,Championnats Québécois,,,,,,,,,,,,,
Diandra Gariepy,Saskatchewan,Saskatoon,Athlete,Squash,"13""","5'7""""","165 lbs.""",BC Games 2014,,"Jeux du Quebec 2012 (2e) ,2010 (5e) ,2008 (1er)",,,,,,,,,,,,,,
Joseph Garreffa,Ontario,Toronto,Athlete,Hockey,"15""","5ft.""","136lbs.""",,"Championnats de l'est 2010, 2009",,,,,,,,,,,,,,,
Ben Garrett,British Columbia,"Langley, BC",Athlete,Wheelchair Basketball,"15""","5'4'""","115""","Championnats Canadiens 2014, 2013, 2012, 2011","Ontario Winter Games, 2014",,,,,,,,,,,,,,,
Elena Gaskell,British Columbia,"Vernon, BC",Athlete,Freestyle Skiing,"13""","5.8""","135 lb""","Ontario Winter Games, 2012",Canadian Age Class Long Track Speed Skating Championships (2012-2013-2014),,,,,,,,,,,,,,,
Samuel Gaudet-Pellerin,Quebec,Gatineau,Athlete,Gymnastics,"17""","5'10""""","150 lbs.""",Ontario Winter Games 2013,,,,,,,,,,,,,,,,
Chantal Christina Gauthier,Ontario,Pickering,Athlete,Ringette,"18""","5'6""""","140 ilbs""",Jeux du Québec 2011 et 2013,,,,,,,,,,,,,,,,
Adrienne Gaudreault,Ontario,Ottawa,Athlete,Speed Skating,"17""","6' 3''""","127 kg""",,,,,"Ringette Easterns- 2011,2012",,,,,,,,,,,,
Kevin Gauthier,Quebec,Ottawa,Athlete,Judo,"17""","149 cm""","84 lbs""",,"Soccer Club Nationals 2013, 2014",2015- IIHF U18 World Championships with Team Canada,,,,,,,,,,,,,,
Antoine Gautreau,New Brunswick,"Rothesay, NB",Athlete,Gymnastics,"13""","148 cm""","83 lbs""",Arctic Winter Games 2014,2013- U-18 National Championships,,,,,,,,,,,,,,,
Thomas Gautreau,New Brunswick,Saint-John,Athlete,Gymnastics,"13""","5' 5""""","110 lbs""",2012- U-18 National Championships,,,"Softball Easterns- 2007,2008,2009,2012",,,,,,,,,,,,,
Georgia Gaw,Yukon,Whitehorse,Athlete,Table Tennis,"14""","5'4""""","125""",Jeux du Québec été 2014,,"Ringette Nationals- 2013,2014",,,,,,,,,,,,,,
Jaycee Gebhard,Saskatchewan,Plenty Saskatchewan,Athlete,Hockey,"17""","1.70 m""","81 kg""","Championnat Canadien Midget , Jeux d'hiver du Québec ( hockey ) , Jeux d'été du Québec ( soccer )","Softball Nationals- 2010,2011,2013,2014",,,,,,,,,,,,,,,
Marie-Eve Gélinas,Quebec,Trois-Rivières,Athlete,Archery,"14""","5' 6¨""","130 lbs""","2013 Canada Summer Games in Sherbrooke, Quebec",,,,,,,,,,,,,,,,
VYCKIE GÉLINAS,Quebec,"Longueuil , Québec",Athlete,Hockey,"18""","5""3""","130""",,,,,,,,,,,,,,,,,
Patricia Gemmell,Nova Scotia,Cole Harbour,Athlete,Ringette,"18""","5'8""","160""",Newfoundland and Labrador Winter games,Youth Olympic Games 2010,,,,,,,,,,,,,,,
Derek Gentile,Nova Scotia,"Sydney,NS",Athlete,Hockey,"15""","5'6 1/2""","134""",None,,,,,,,,,,,,,,,,
Kaylee Gerrow,Newfoundland and Labrador,Rocky Harbour Newfoundland and Labrador,Athlete,Hockey,"15""","174cm""","75kg""","Alberta Winter Games 2012, 2010",,,,,,,,,,,,,,,,
Curtis Gerein,British Columbia,Kelowna BC,Athlete,Gymnastics,"21""","5' 9""""","155""",Ontatrio WInter Games 2010,,,,,,,,,,,,,,,,
Nate Gerwing,Alberta,Edmonton,Athlete,Biathlon,"19""","174 cm""","57 kg""",,,Jeux Panaméricains Junior (2009),,,,,,,,,,,,,,
Ioana Gheta,Quebec,"Timisoara, Romania",Athlete,Synchronized Swimming,"18""","174 cm""","57 kg""",,Jeux de la Francophonie Canadienne (2011),,,,,,,,,,,,,,,
Maria Gheta,Quebec,"Timisoara, Romania",Athlete,Synchronized Swimming,"16""","5'7""""",,Jeux du Québec (2009 et 2011),,,,,,,,,,,,,,,,
Bella Gierys,Manitoba,St. Andrews,Athlete,Alpine Skiing,"14""","6 pieds""","150lbs""",,aucun,,,,,,,,,,,,,,,
Philippe Giguère,Quebec,Québec,Athlete,Badminton,"19""","5'5""""","140""",aucun,,,,,,,,,,,,,,,,
Sarah Gilbert,New Brunswick,Rothesay,Athlete,Speed Skating,"19""","5pied 6""","125lbs""",,,,,,,,,,,,,,,,,
Valérie Gilbert,Quebec,Brossard,Athlete,Freestyle Skiing,"16""","5'10""""","151""","Alberta Summer Games (2010, softball)",,,,,,,,,,,,,,,,
Olivia Christine Gill,Prince Edward Island,Charlottetown,Athlete,Ringette,"16""","5'10 1/2''""","153""","Ontario Winter Games 2011, 2013",,,,,,,,,,,,,,,,
Robyn Victoria Gillespie,Alberta,Sherwood Park,Athlete,Ringette,"20""","5'1/2""""","93 lb""",,,- 2012 International Silver Stick - gold medal,,,,,,,,,,,,,,
Sarah Gillies,Ontario,Mono,Athlete,Alpine Skiing,"12""","5""","95""",,- Ontario Minor Hockey Association championships (2013 - gold medal; 2012 - silver medal; 2011 - gold medal),,,,,,,,,,,,,,,
Brandon Gillis,Prince Edward Island,Indian River,Athlete,Wheelchair Basketball,"13""","5'7''""","160""",- Ontario Hockey Federation championships (2013 - silver medal; 2011 - gold medal),Jeux du Québec 2011,,,,,,,,,,,,,,,
Sarah Gillis,Prince Edward Island,Indian River,Athlete,Wheelchair Basketball,"22""","5'10""""","156 lbs.""","Championnat Canadien 2012, 2013",,,,,,,,,,,,,,,,
Brady William Gilmour,Ontario,Grafton,Athlete,Hockey,"15""","5'5""","148lbs""",,"JEUX DU QUEBEC, 2009",,,,,,,,,,,,,,,
Audrey-Anne Girard,Quebec,Repentigny,Athlete,Ringette,"18""","5'5""""","155lbs"""," HALIFAX 2011""",,,,,,,,,,,,,,,,
Carolane Gingras,Quebec,Québec,Athlete,Speed Skating,"17""","5""5""",",JEUX DU CANADA",AWG Bantam Hockey Team,,,,,,,,,,,,,,,,
Vicky Girard-Simmons,Quebec,VALLEYFIELD,Athlete,Badminton,"21""","5.11""","165 lbs""",Manitoba Games 2014,,,,,,,,,,,,,,,,
Drake Giroux,Northwest Territories,Yellowknife,Athlete,Hockey,"16""","6'1""""","163 lbs""",2011 Canada Winter Games,Jeux du Québec 2011,,,,,,,,,,,,,,,
Cody Glass,Manitoba,Winnipeg,Athlete,Hockey,"15""","5' 10''""","160lbs""","81 kg""",,,,,,,,,,,,,,,,
Jared Goad,Nova Scotia,"Bible Hill, Nova Scotia",Athlete,Gymnastics,"21""",1,"90 m""","140 livres""",,,,,,,,,,,,,,,,
Olivier Gobeil-St-Amand,Quebec,Champlain,Athlete,Judo,"18""",1,"65 m""",,,,,,,,,,,,,,,,,
"
ÉLIZABETH GIGUÈRE""",Québec,Quebec,Athlete,Hockey,"17""","5'9""""",",Championnat du monde avec Equipe Canada - Boston 2015""",Championnats canadiens - Calgary 2013,Championnats canadiens - Dawson Creek 2012,Jeux du Québec - 2011,,,,,,,,,,,,,,
Claudie Gobeil-Tremblay,Quebec,Jonquière,Athlete,Curling,"17""",",","120lbs""",Jeux du Québec 2007,,,,,,,,,,,,,,,,
Ty Godfrey,Alberta,,Athlete,Cross Country Skiing,"16""","5'7""""","155 lbs""",,,,,,,,,,,,,,,,,
Owen Goerzen,Alberta,"Calgary, Alberta",Athlete,Curling,"17""","6 pieds""","68 lbs.""",,2013 Canadian Nationals U15,,,,,,,,,,,,,,,
